IID	SEX	PC1	PC2	PC3
samp_0	0	0.610011850509984	-0.5474755428650053	1.1798307757947821
samp_1	0	-1.4125965603439186	-1.886327061238979	0.6809812125941466
samp_2	0	-1.6119591130776592	-0.27103200855478915	-0.30389920760714334
samp_3	1	-0.4860779669554038	-0.3001101106180615	-0.7262674363411461
samp_4	0	-0.31900528324007543	-0.27482842208506475	0.17804844859029137
samp_5	1	-1.1857626913514532	-0.6332137070528694	-0.8066356547694044
samp_6	0	-0.13312912240370944	-0.10556895462972206	0.8882609082807945
samp_7	1	0.15578517201657077	-1.4092735435598154	1.6303948326478597
samp_8	0	-1.1675986515727936	0.09126553262676709	0.9724540276847731
samp_9	0	1.6037862255325488	0.5049193354813043	-0.9365677532903028
samp_10	1	-0.07302958425121453	-1.1806714986809366	0.9135951520324016
samp_11	1	-1.8970882377259959	2.0827336059383503	-1.5029542828697762
samp_12	1	-1.2741066937980599	-1.775135464019588	-1.3952698044800849
samp_13	1	0.2475324341827237	-0.5948161215621268	0.6889926858280307
samp_14	1	-0.6756584011401814	-0.5447660614090293	1.709500886545822
samp_15	0	-0.9315777834395194	1.002091183525557	-0.8276184376686085
samp_16	1	0.5450236082493766	0.8237120047670087	-0.5809637301159031
samp_17	0	-0.6408132420898756	-0.4618458758017588	-0.555070420538394
samp_18	0	-1.4720954049195514	0.6013381903552737	1.1019698905665225
samp_19	0	0.6230568894707542	0.14871842591156814	-0.9222564417375783
samp_20	1	-1.7803511601100532	0.183353161750466	-0.5847035526165322
samp_21	0	1.4956959506628693	1.5055265127518942	0.08404035128493789
samp_22	0	-0.8543094060001037	2.045397761919487	-0.5580623607217865
samp_23	1	-0.3489851471415309	-0.6985957914065127	1.0966145916359136
samp_24	0	1.7245170179719662	-0.6109956470614684	-0.22869339010189962
samp_25	0	-1.102237282485058	0.3398215603376095	-1.426511211139171
samp_26	1	-0.9831513685528896	-0.5913750556526998	0.25781073038646607
samp_27	1	1.1755965487506668	-1.2171414949640789	-0.4987395956935865
samp_28	0	0.010651421987788056	0.44223325083265475	-1.1439293468746554
samp_29	0	-0.5780263235656624	-0.07579572773013092	1.6122774381246847
samp_30	0	-0.29119107777961706	0.0960135312542176	0.6428422513970135
samp_31	0	-0.3166894438818161	0.04904997560488013	-0.3332787142028652
samp_32	0	0.019869287445649197	1.0880809092311776	0.5283981178664993
samp_33	0	1.6208172842522661	-1.280860632305667	0.5940350679454589
samp_34	0	-0.9987262307037383	-0.9457130829069735	-0.4393587136111214
samp_35	0	0.29453123817439897	-0.2586415197158093	0.08359740067577136
samp_36	0	-0.2445464064000441	1.4309301243926835	0.20916133817879248
samp_37	1	1.483739239531564	-1.4321338516420818	0.06989105527333948
samp_38	1	0.8523755135405361	-0.5442741980446452	-0.20004796765727714
samp_39	0	-0.5351930003025556	-2.1121612842931485	0.4469907138556823
samp_40	0	-1.902731148660278	-0.2438980947604192	-0.18504121803537596
samp_41	0	0.537479599469261	0.485446079355176	1.6444601077890133
samp_42	1	0.3226794608219025	0.8179695305276067	-0.7862914241007467
